component_id	num_nodes	num_edges	unique_genes	node_ids	frac_telomeric	frac_pericentromeric	frac_acrocentric	frac_any_category	avg_num_edges	max_num_edges	density	avg_clustering	diameter	radius	is_tree	is_bipartite
13650	2	1	AC114501.1;AC233263.1	chr2:91628783-91633726;chr7:66723675-66728434	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13651	2	1	AC142381.2;AC233263.1	chr2:91628783-91639921;chr7:59134895-59146547	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13652	3	2	AC114501.2;AC233263.1;INTS4P1	chr2:91628941-91633724;chr7:66346920-66350808;chr7:66769634-66773503	0.0	0.0	0.0	0.0	1.33	2	0.6667	0.0	2	1	True	True
13653	2	1	AC073107.1;AC233263.1	chr2:91629105-91633724;chr7:66869472-66873296	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13654	2	1	AC138907.9;unknown	chr22:16811149-16832731;chr2:91633731-91655637	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13655	2	1	AC138907.9;unknown	chr21:8073769-8095841;chr2:91642414-91664374	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13656	2	1	unknown	chr2:91652862-91665762;chr7:66727334-66739187	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13657	2	1	unknown	chr2:91688189-91690380;chrY:705421-707610	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13658	2	1	AC068279.1;AP000547.2	chr22:17200718-17245032;chr2:91690842-91751520	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13659	2	1	AC136944.1;AP000547.2	chr22:6337586-6359468;chr2:91729335-91751523	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13660	2	1	LINC01906;unknown	chr21:11700707-11704766;chr2:91849740-91853710	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13661	3	2	AC027612.1;AP000550.3;GGT3P	chr22:18999177-19007976;chr22:19166776-19175591;chr2:91919325-91927914	0.0	0.0	0.0	0.0	1.33	2	0.6667	0.0	2	1	True	True
13662	2	1	GGT1;GGT8P	chr22:25064021-25084142;chr2:91958060-91972475	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13663	2	1	GGT8P;GUSBP11	chr22:24116905-24122345;chr2:91958064-91966654	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13664	3	2	GGT3P;GGT8P;unknown	chr22:19007663-19021387;chr22:19153383-19167089;chr2:91963254-91972484	0.0	0.0	0.0	0.0	1.33	2	0.6667	0.0	2	1	True	True
13665	2	1	GGT2;GGT8P	chr22:21624070-21637723;chr2:91963266-91972484	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13666	2	1	AC138907.8;AC138907.9	chr2:91972474-91988404;chr7:58878737-58895929	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13667	2	1	AC138907.8;AC138907.9	chr2:91972474-91988613;chr7:59382469-59398563	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13668	2	1	AC138907.9;unknown	chr22:16815073-16832731;chr2:91972474-91990518	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13669	2	1	AC138907.9	chr2:91972474-91992109;chr7:58856936-58878727	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13670	2	1	AC138907.9	chr2:132473878-132500690;chr2:91972474-91999567	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13671	2	1	AC138907.8;AC138907.9	chr2:91972474-91999666;chr7:59940269-59968428	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13672	2	1	AC138907.9	chr22:6426988-6454591;chr2:91972474-91999716	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13673	3	2	AC138907.9	chr2:91972474-91999861;chr7:58623031-58651783;chr7:59107488-59136252	0.0	0.0	0.0	0.0	1.33	2	0.6667	0.0	2	1	True	True
13674	3	2	AC138907.8;AC138907.9	chr21:8012796-8038982;chr22:11228091-11254521;chr2:91972474-92000140	0.0	0.0	0.0	0.0	1.33	2	0.6667	0.0	2	1	True	True
13675	2	1	AC138907.8;AC138907.9	chr2:91972474-92063585;chr9:77484920-77579270	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13676	4	3	AC138907.8;AC138907.9;BX284632.1	chr2:91972474-92063591;chr2:94715544-94805518;chr2:94890660-94980886;chr9:42620365-42709765	0.0	0.0	0.0	0.0	1.5	3	0.5	0.0	2	1	True	True
13677	2	1	AC138907.9;IGKV1OR2-1	chr2:91976286-92029551;chr2:92202592-92255901	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13678	2	1	AC138907.9;unknown	chr21:8073850-8095841;chr2:91977234-91999212	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13679	2	1	unknown	chr22:17057610-17063300;chr2:91993783-92000030	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13680	2	1	IGKV1OR10-1;IGKV1OR2-2	chr22:11283166-11353208;chr2:91993783-92063591	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13681	2	1	IGKV1OR2-2;PABPC1P8	chr22:6237351-6397274;chr2:91993783-92165464	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13682	2	1	AC007064.2;unknown	chr2:110420944-110423226;chr2:92041770-92044051	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13683	2	1	ABCD1P4;AC007064.2	chr22:17062506-17222597;chr2:92041770-92202557	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13684	3	2	AC136944.2;PABPC1P5;PABPC1P9	chr22:17098597-17211858;chr2:92052343-92165464;chrY:11555782-11666280	0.0	0.0	0.0	0.0	1.33	2	0.6667	0.0	2	1	True	True
13685	2	1	AP000547.2;TTC28	chr22:29137102-29156086;chr2:92063584-92085524	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13686	2	1	ACTR3BP2;CISD2	chr2:92085519-92183839;chr4:106200853-106288184	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13687	2	1	AC097532.3;unknown	chr2:132787728-132789023;chr2:92184480-92185724	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13688	3	2	PTGER4P2;unknown	chr21:9809408-9814243;chr2:92184500-92189237;chr9:47778345-47783194	0.0	0.0	0.0	0.0	1.33	2	0.6667	0.0	2	1	True	True
13689	2	1	PTGER4P2;unknown	chr2:92184500-92189239;chr9:40801225-40806051	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13690	2	1	PTGER4P2;unknown	chr20:30314785-30319627;chr2:92184502-92189237	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13691	2	1	unknown	chr2:92184506-92188425;chr9:44185308-44189230	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13692	2	1	LINC01189;unknown	chr2:92184507-92188429;chr9:44210528-44214500	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13693	2	1	IGKV1OR10-1;IGKV1OR2-1	chr22:11283167-11317866;chr2:92202583-92238383	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13694	2	1	AC134879.2;IGKV1OR2-1	chr2:92202583-92238384;chrY:11673224-11707946	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13695	3	2	AC138907.8;IGKV1OR2-1	chr2:92202583-92255900;chr9:42624167-42677325;chr9:77488722-77542617	0.0	0.0	0.0	0.0	1.33	2	0.6667	0.0	2	1	True	True
13696	3	2	AC006548.1;AC138907.9;IGKV1OR2-1	chr2:92202583-92255901;chr2:94749438-94801786;chr2:94894392-94947000	0.0	0.0	0.0	0.0	1.33	2	0.6667	0.0	2	1	True	True
13697	2	1	AL512605.1;IGKV1OR2-1	chr2:92202583-92307996;chr9:44834713-44946378	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13698	2	1	AC006548.1;IGKV1OR2-1	chr22:17559380-17588722;chr2:92202592-92232008	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13699	2	1	AC006548.1;IGKV1OR2-1	chr22:6371696-6397274;chr2:92202597-92238384	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13700	2	1	unknown	chr22:17057610-17063111;chr2:92231998-92238384	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13701	4	4	AC138907.8;AC138907.9	chr22:11411217-11434766;chr2:92232196-92255900;chr7:58623014-58647971;chr7:59111300-59136269	0.0	0.0	0.0	0.0	2.0	2	0.6667	0.0	2	2	False	True
13702	3	2	AC135776.4;unknown	chr2:92232389-92244462;chr2:94778797-94790355;chr7:66727325-66739186	0.0	0.0	0.0	0.0	1.33	2	0.6667	0.0	2	1	True	True
13703	2	1	AC138907.8;unknown	chr21:8073770-8095841;chr2:92232631-92254952	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13704	5	4	AC113404.2;AC135776.4;AC138907.8	chr22:11411414-11434767;chr2:92232756-92255901;chr7:66790914-66817301;chr9:44864201-44887238;chr9:80031423-80055612	0.0	0.0	0.0	0.0	1.6	4	0.4	0.0	2	1	True	True
13705	2	1	AC138907.8;AC138907.9	chr2:132473904-132496891;chr2:92232935-92255901	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13706	2	1	AC138907.9	chr2:92252549-92256252;chr7:59913530-59917232	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13707	3	2	unknown	chr2:92255901-92262093;chr7:53311816-53318002;chr9:44887238-44893419	0.0	0.0	0.0	0.0	1.33	2	0.6667	0.0	2	1	True	True
13708	2	1	AC233263.6;unknown	chr2:92255901-92262607;chr7:59367002-59373692	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13709	2	1	AC233263.6;unknown	chr22:6411684-6418660;chr2:92255901-92262697	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13710	3	2	AC233263.6;unknown	chr2:92255901-92262698;chr7:58841968-58848784;chr7:58904081-58910897	0.0	0.0	0.0	0.0	1.33	2	0.6667	0.0	2	1	True	True
13711	2	1	AC233263.6;unknown	chr2:92255901-92262714;chr7:59091840-59098937	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13712	2	1	AC233263.6;unknown	chr2:92255901-92262715;chr7:59267225-59274011	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13713	3	2	AC233263.6;unknown	chr2:92255901-92262717;chr2:94875888-94882712;chr7:58660331-58667430	0.0	0.0	0.0	0.0	1.33	2	0.6667	0.0	2	1	True	True
13714	2	1	AC233263.6;unknown	chr2:92255901-92262734;chr7:59976862-59982239	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13715	3	2	AC233263.6;unknown	chr21:8046426-8053441;chr22:11261960-11268982;chr2:92255901-92263020	0.0	0.0	0.0	0.0	1.33	2	0.6667	0.0	2	1	True	True
13716	2	1	unknown	chr22:11526524-11534419;chr2:92255901-92263384	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13717	2	1	AC233263.6;unknown	chr2:92255901-92263470;chr7:58323678-58331511	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13718	2	1	unknown	chr2:92263505-92270354;chr7:59196049-59203066	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13719	2	1	unknown	chr22:16830424-16844531;chr2:92263506-92277838	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13720	2	1	AC135776.4;unknown	chr2:92263508-92269080;chr7:59304652-59310354	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13721	2	1	unknown	chr2:92263510-92265682;chr7:58873927-58877117	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13722	2	1	unknown	chr22:6442655-6444888;chr2:92263510-92265701	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13723	4	3	unknown	chr2:92263716-92265709;chr7:58121880-58123900;chr7:58343792-58345892;chr9:44895694-44897632	0.0	0.0	0.0	0.0	1.5	3	0.5	0.0	2	1	True	True
13724	3	2	unknown	chr2:92264425-92268584;chr7:59160966-59165119;chr7:59241837-59245990	0.0	0.0	0.0	0.0	1.33	2	0.6667	0.0	2	1	True	True
13725	2	1	AC026273.1	chr2:94653448-95014433;chr2:94658550-95014433	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13726	2	1	AC026273.1;BMS1P12	chr2:94671056-94801786;chr9:44773330-44887238	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13727	2	1	AC026273.1;BMS1P10	chr2:94681804-94801786;chr9:79945467-80055612	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13728	2	1	AC026273.1;AC138907.8	chr2:94681804-94809422;chr9:77481027-77600748	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13729	2	1	AC026273.1;AC138907.8	chr2:94692052-94809418;chr9:42616482-42724803	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13730	2	1	AC026273.1;BMS1P13	chr2:94694558-94801786;chr9:40552286-40652110	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13731	2	1	AC026273.1;AC245060.6	chr22:22682863-22728861;chr2:94697242-94737307	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13732	2	1	AC026273.1;IGKV1OR10-1	chr22:11283167-11354720;chr2:94713727-94784271	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13733	3	2	BX284632.1;unknown	chr2:94715544-94726655;chr2:94969783-94980886;chrY:11655368-11666277	0.0	0.0	0.0	0.0	1.33	2	0.6667	0.0	2	1	True	True
13734	2	1	AC007064.2;unknown	chr2:110792979-110795279;chr2:94735004-94737308	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13735	2	1	AC135776.4;unknown	chr2:94778742-94792053;chr7:58582898-58599128	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13736	3	2	unknown	chr22:17057610-17063252;chr2:94778748-94784272;chr2:94911908-94917679	0.0	0.0	0.0	0.0	1.33	2	0.6667	0.0	2	1	True	True
13737	2	1	AC135776.4;AC138907.8	chr2:94778749-94837201;chr7:59940454-59996544	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13738	3	2	AC135776.4;AC138907.9;AC233263.6	chr2:94778750-94833588;chr7:58623291-58680481;chr7:59078789-59135992	0.0	0.0	0.0	0.0	1.33	2	0.6667	0.0	2	1	True	True
13739	2	1	unknown	chr2:94778752-94780222;chr7:59263166-59265462	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13740	3	2	AC135776.4;AC233263.6	chr22:6397271-6454384;chr2:94778753-94836065;chr2:94860111-94917674	0.0	0.0	0.0	0.0	1.33	2	0.6667	0.0	2	1	True	True
13741	2	1	AC135776.4;AC138907.9	chr2:132473972-132504622;chr2:94778895-94809422	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13742	2	1	AC135776.4;unknown	chr2:94778927-94795946;chr7:66312712-66329506	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13743	2	1	AC135776.4;AC138907.9	chr22:11228093-11283169;chr2:94779075-94851537	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13744	2	1	AC135776.4;unknown	chr2:94779350-94803353;chr7:53283494-53307801	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13745	3	2	AC135776.4;AC233263.6	chr2:94785946-94840255;chr2:94855921-94910234;chr7:58824587-58878727	0.0	0.0	0.0	0.0	1.33	2	0.6667	0.0	2	1	True	True
13746	2	1	AC135776.4	chr2:94787524-94809474;chr7:59307990-59331226	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13747	2	1	AC135776.4;AC233263.6	chr22:16919945-16977650;chr2:94787524-94851931	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13748	2	1	AC138907.8;AC138907.9	chr2:94789642-94840167;chr7:58878733-58928193	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13749	2	1	AC142381.2;AC233263.1	chr2:94803304-94813743;chr7:59135037-59146514	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13750	2	1	AC233263.1;AC233263.6	chr2:94807169-94839199;chr7:58297635-58337339	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13751	2	1	AC114501.2;AC233263.1	chr2:94809417-94813362;chr7:66769057-66773493	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13752	2	1	AC233263.1;INTS4P1	chr2:94809423-94813362;chr7:66346930-66352987	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13753	2	1	AC093787.1;AC233263.1	chr2:132470437-132474389;chr2:94809425-94813508	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13754	2	1	AC073107.1;AC233263.1	chr2:94809425-94813574;chr7:66869439-66873374	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13755	2	1	AC233263.1;LINC02799	chr2:94809425-94813743;chr7:58619626-58624246	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13756	2	1	AC233263.1;LINC02799	chr2:94809427-94814097;chr7:59936842-59941196	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13757	2	1	AC233263.1;LINC01632	chr2:94809435-94837203;chr7:59259544-59290035	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13758	2	1	AC233263.6;unknown	chr22:11527254-11547923;chr2:94813045-94832551	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13759	2	1	AC093787.2;AC233263.6	chr2:132445400-132464560;chr2:94813423-94832530	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13760	2	1	AC233263.6;unknown	chr2:94814099-94832546;chr7:53311816-53328198	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13761	2	1	AC138907.10;AC233263.6	chr2:94820287-94832536;chr7:58599638-58612055	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13762	2	1	AC233263.6	chr22:16920398-16977650;chr2:94852390-94908654	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13763	2	1	AC138907.9;AC233263.6	chr22:11228291-11283169;chr2:94852744-94917657	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13764	2	1	AC138907.8;AC233263.6	chr2:94856178-94906536;chr7:58878733-58927975	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13765	2	1	AC233263.6;LINC01632	chr2:94858918-94886753;chr7:59259509-59290041	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13766	2	1	AC138907.8;AC233263.6	chr2:94858992-94917678;chr7:59940454-59996504	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13767	2	1	AC138907.9;AC233263.6	chr2:94862588-94917675;chr7:58623190-58680481	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13768	2	1	AC233263.6	chr2:94862590-94917678;chr7:59078791-59135912	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13769	2	1	AC233263.6	chr2:94862651-94889009;chr7:58310409-58337339	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13770	2	1	AC138907.8;AC233263.6	chr21:8012900-8065642;chr2:94863632-94917678	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13771	2	1	AC233263.6;unknown	chr22:11527254-11547903;chr2:94863634-94883128	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13772	2	1	AC093787.2;AC233263.6	chr2:132445444-132464572;chr2:94863634-94883224	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13773	2	1	AC233263.6;unknown	chr2:94875888-94883226;chr9:44887238-44894179	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13774	2	1	AC233263.1;LINC02799	chr2:94882076-94886757;chr7:59936562-59941196	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13775	2	1	AC233263.1;LINC02799	chr2:94882460-94886753;chr7:58619626-58624001	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13776	2	1	AC142381.2;AC233263.1	chr2:94882460-94892874;chr7:59135282-59146514	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13777	4	3	AC073107.1;AC114501.2;AC233263.1;INTS4P1	chr2:94882811-94886753;chr7:66346930-66350886;chr7:66769556-66773493;chr7:66869440-66873304	0.0	0.0	0.0	0.0	1.5	3	0.5	0.0	2	1	True	True
13778	2	1	AC135776.4;AC138907.9	chr2:94886704-94908646;chr7:59307998-59331226	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13779	2	1	AC138907.9	chr2:132473877-132504622;chr2:94886756-94917678	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13780	2	1	AC138907.8;AC138907.9	chr2:94886756-95045145;chr9:77481027-77603373	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13781	2	1	AC138907.8;AC138907.9	chr2:94886760-95022343;chr9:42616482-42726804	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13782	2	1	AC138907.9;unknown	chr2:94892823-94916830;chr7:53283494-53307803	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13783	2	1	AC138907.9;BMS1P13	chr2:94894392-95006461;chr9:40549951-40652110	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13784	2	1	AC138907.9;BMS1P12	chr2:94894392-95014411;chr9:44773413-44887238	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13785	2	1	AC138907.9;BMS1P10	chr2:94894392-95022343;chr9:79943470-80055612	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13786	2	1	AC138907.9;unknown	chr21:8073848-8095841;chr2:94895343-94917333	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13787	2	1	AC135776.4;unknown	chr2:94904125-94917678;chr7:58584282-58599128	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13788	2	1	AC135776.4;unknown	chr2:94905822-94917678;chr7:66727340-66739187	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13789	5	4	AC134879.2;BMS1P10;BX284632.1;IGKV1OR-2;IGKV1OR10-1	chr22:11283166-11354720;chr2:94911908-94982715;chr9:44794431-44869846;chr9:77506176-77580924;chr9:79965303-80038163	0.0	0.0	0.0	0.0	1.6	4	0.4	0.0	2	1	True	True
13790	2	1	AC007064.2;unknown	chr2:110420944-110423240;chr2:94959127-94961432	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13791	2	1	AC007064.2;AC245060.6	chr22:22682862-22728861;chr2:94959127-94999192	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13792	2	1	AL445665.1;AL845331.2	chr2:95038927-95367047;chr9:42725473-43062578	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13793	2	1	AL845331.2;ANKRD20A3P	chr2:95045872-95367047;chr9:40234860-40548126	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13794	2	1	AL845331.2;ANKRD20A7P	chr2:95047767-95367047;chr9:44401657-44764105	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13795	3	2	AL845321.1;AL845331.2;ANKRD20A1	chr2:95077538-95367047;chr9:77612493-77925891;chr9:79638684-79933724	0.0	0.0	0.0	0.0	1.33	2	0.6667	0.0	2	1	True	True
13796	2	1	AL845331.2;MTHFD1L	chr2:95079147-95092251;chr6:152234817-152250372	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13797	2	1	AL845331.2;AQP7	chr2:95092249-95113987;chr9:33400728-33422650	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13798	12	35	AL136317.2;AL136317.3;AL591441.1;AL591471.1;AL773524.1;CNN2P11;CNN2P2;CNN2P3;CNN2P7;CNN2P8	chr21:12171689-12175049;chr2:95229074-95232437;chr2:95244533-95247875;chr9:40357913-40361250;chr9:40373322-40376631;chr9:42920792-42924108;chr9:42936232-42939570;chr9:44537114-44540450;chr9:77765269-77768579;chr9:77780667-77784015;chr9:79762143-79765488;chr9:79777631-79780948	0.0	0.0	0.0	0.0	5.83	6	0.5303	0.0	3	2	False	True
13799	8	7	AL136317.2;AL136317.3;AL591441.1;AL591471.1;AL773524.1;CNN2P11;CNN2P4	chr2:95229075-95232437;chr9:40373322-40376630;chr9:42920793-42924108;chr9:44521613-44524926;chr9:44537114-44540449;chr9:77765270-77768579;chr9:77780667-77784014;chr9:79777631-79780947	0.0	0.0	0.0	0.0	1.75	6	0.25	0.0	3	2	True	True
13800	2	1	CNN2P11;GXYLT1P2	chr21:12156104-12324331;chr2:95232433-95364057	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13801	5	4	AC119751.5;ANKRD20A1;ANKRD20A3P;CR769776.2;SNX18P14	chr22:7584678-7634611;chr2:95268471-95329553;chr9:40272382-40338668;chr9:42958844-43025157;chr9:79676166-79742892	0.0	0.0	0.0	0.0	1.6	4	0.4	0.0	2	1	True	True
13802	6	5	AC119751.5;ANKRD20A1;ANKRD20A3P;CR769776.2;FAM95B1;SNX18P14	chr21:254596-316679;chr2:95268471-95341224;chr9:40260757-40338668;chr9:42958844-43036778;chr9:77803282-77899976;chr9:79664544-79742892	0.0	0.0	0.0	0.0	1.67	5	0.3333	0.0	2	1	True	True
13803	2	1	AC119751.6;SNX18P14	chr2:95268471-95369420;chr9:76823086-76923827	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13804	2	1	ANKRD20A21P;SNX18P14	chr20:30101852-30194852;chr2:95268478-95369420	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
13805	6	5	ANKRD20A1;ANKRD20A3P;BX664727.3;SNX18P12;SNX18P14;SNX18P4	chr2:95291444-95349175;chr3:95657899-95711739;chr9:40252809-40310372;chr9:42987151-43044715;chr9:77850426-77907928;chr9:79656617-79714097	0.0	0.0	0.0	0.0	1.67	5	0.3333	0.0	2	1	True	True
13806	3	2	AC119751.3;ANKRD20A7P;ANKRD20A8P	chr22:349716-364320;chr2:95296657-95316016;chr9:44452824-44472910	0.0	0.0	0.0	0.0	1.33	2	0.6667	0.0	2	1	True	True
